20.4843665954	35.5475245037	8.74286717333
21.3297194383	-15.62104538	8.04453111984
-30.0841275242	-12.5587900997	8.66689004687
34.5979637744	-27.4332185207	9.47113153304
-43.3123275581	19.5817652395	7.78720371922
45.8153353972	19.5817652395	7.78720371922
-13.1227977194	24.9055218964	9.33701802996
4.43834315309	-23.9983495596	8.47116341773
-10.5843659048	-12.3872219601	9.3945821559
2.63558035341	15.830363194	7.50366242463
3.59038374468	41.3408455912	8.01285945916
3.59038374468	-47.7868173641	8.01285945916
-18.3765639585	-28.6903086469	8.19116775858
37.7083490986	3.61857642678	8.69432859373
-51.4193138567	3.61857642678	8.69432859373
-35.5049547887	-29.6937158394	8.7418577715
-42.6354199198	41.090640557	7.82546370584
46.4922430355	41.090640557	7.82546370584
-42.6354199198	-48.0370223983	7.82546370584
46.4922430355	-48.0370223983	7.82546370584
-31.4877160073	5.86320411843	8.70515246992
22.4013783734	16.1337677216	10.1075580995
-23.123672098	42.5478017056	9.86486304457
-23.123672098	-46.5798612497	9.86486304457
17.4796521833	-35.5468034473	8.58415481015
5.43783829203	-2.54946147945	9.15831142669
-10.6919617287	6.41746917948	8.39283125252
