0.023951	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.002000	-0.000047	0.000520	0.000005	-0.000009	-0.000000	-0.000000
0.004000	-0.000004	0.000894	-0.000000	-0.000000	-0.000000	-0.000000
0.007000	-0.000001	0.001561	0.000000	-0.000000	-0.000000	-0.000000
0.011500	-0.000001	0.002563	0.000000	-0.000000	-0.000000	-0.000000
0.018250	-0.000001	0.004066	0.000000	-0.000000	-0.000000	-0.000000
0.028375	-0.000002	0.006319	0.000000	-0.000001	-0.000000	-0.000000
0.043563	-0.000003	0.009697	-0.000000	-0.000001	-0.000000	-0.000000
0.066344	-0.000006	0.014759	-0.000002	-0.000001	-0.000000	-0.000000
0.100516	-0.000015	0.022337	-0.000008	-0.000002	-0.000000	-0.000000
0.151773	-0.000059	0.033074	-0.000176	-0.000004	-0.000000	-0.000000
0.228660	-0.000270	0.045019	-0.001516	-0.000092	-0.000000	-0.000000
