0.024447	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.024447	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.001000	-0.000023	0.000388	0.000017	-0.000014	-0.000000	-0.000000
0.002000	0.000006	0.000585	0.000004	0.000006	-0.000000	0.000000
0.003500	0.000004	0.001014	0.000004	0.000002	-0.000000	0.000000
0.005750	-0.000001	0.001645	0.000000	0.000000	-0.000000	0.000000
0.008000	-0.000000	0.002286	0.000000	0.000000	-0.000000	0.000000
0.010250	-0.000000	0.002929	0.000000	0.000000	-0.000000	0.000000
0.012500	-0.000001	0.003571	0.000000	-0.000000	-0.000000	0.000000
0.015875	-0.000001	0.004534	-0.000000	-0.000000	-0.000000	0.000000
0.020938	-0.000002	0.005979	-0.000000	-0.000000	-0.000000	0.000000
0.028531	-0.000003	0.008145	-0.000001	-0.000000	-0.000000	0.000000
0.039922	-0.000006	0.011392	-0.000002	-0.000000	-0.000000	0.000000
0.057008	-0.000012	0.016258	-0.000006	-0.000001	-0.000000	0.000000
0.063415	-0.000016	0.018061	-0.000012	-0.000005	-0.000000	0.000000
0.073026	-0.000025	0.020667	-0.000046	-0.000019	-0.000000	0.000000
0.087442	-0.000046	0.024400	-0.000139	-0.000049	-0.000000	0.000000
0.101858	-0.000072	0.027885	-0.000293	-0.000102	-0.000000	0.000000
0.116275	-0.000119	0.031083	-0.000521	-0.000180	-0.000000	0.000000
0.137899	-0.000223	0.035401	-0.000986	-0.000347	-0.000000	0.000000
0.143305	-0.000248	0.036406	-0.001120	-0.000392	-0.000000	0.000000
0.148711	-0.000275	0.037380	-0.001263	-0.000439	-0.000000	0.000000
0.156820	-0.000318	0.038789	-0.001491	-0.000514	-0.000000	0.000000
0.168984	-0.000384	0.040785	-0.001863	-0.000637	-0.000000	0.000000
0.187230	-0.000498	0.043491	-0.002497	-0.000831	-0.000000	0.000000
0.194072	-0.000541	0.044435	-0.002754	-0.000903	-0.000000	0.000000
0.204335	-0.000609	0.045756	-0.003165	-0.001009	-0.000000	0.000000
0.219730	-0.000715	0.047517	-0.003840	-0.001156	-0.000000	0.000000
0.225503	-0.000756	0.048126	-0.004107	-0.001210	-0.000000	0.000000
0.234162	-0.000822	0.048980	-0.004525	-0.001286	-0.000000	0.000000
0.247151	-0.000932	0.050124	-0.005193	-0.001390	-0.000000	0.000000
0.252022	-0.000978	0.050522	-0.005453	-0.001426	-0.000000	0.000000
0.259329	-0.001056	0.051082	-0.005856	-0.001478	-0.000000	0.000000
0.270289	-0.001191	0.051859	-0.006481	-0.001549	-0.000000	0.000000
0.281248	-0.001343	0.052557	-0.007133	-0.001606	-0.000000	0.000000
0.292208	-0.001503	0.053189	-0.007805	-0.001659	-0.000000	0.000000
0.308648	-0.001770	0.054017	-0.008855	-0.001735	-0.000000	0.000000
0.314812	-0.001875	0.054299	-0.009258	-0.001761	-0.000000	0.000000
0.324060	-0.002040	0.054687	-0.009874	-0.001799	-0.000000	0.000000
0.337931	-0.002289	0.055200	-0.010818	-0.001846	-0.000000	0.000000
0.358737	-0.002662	0.055873	-0.012260	-0.001914	-0.000000	0.000000
0.366539	-0.002797	0.056107	-0.012805	-0.001941	-0.000000	0.000000
0.378243	-0.003001	0.056434	-0.013630	-0.001983	-0.000000	0.000000
0.395798	-0.003310	0.056877	-0.014882	-0.002044	-0.000000	0.000000
0.402381	-0.003423	0.057033	-0.015353	-0.002067	-0.000000	0.000000
0.412256	-0.003595	0.057256	-0.016064	-0.002100	-0.000000	0.000000
0.427069	-0.003843	0.057568	-0.017133	-0.002145	-0.000000	0.000000
0.449287	-0.004187	0.057990	-0.018741	-0.002206	-0.000000	0.000000
0.457619	-0.004314	0.058137	-0.019346	-0.002229	-0.000000	0.000000
0.470117	-0.004497	0.058344	-0.020255	-0.002262	-0.000000	0.000000
0.488864	-0.004755	0.058635	-0.021618	-0.002312	-0.000000	0.000000
0.495894	-0.004847	0.058739	-0.022129	-0.002329	-0.000000	0.000000
0.506439	-0.004981	0.058891	-0.022895	-0.002356	-0.000000	0.000000
0.522256	-0.005170	0.059110	-0.024042	-0.002396	-0.000000	0.000000
0.545983	-0.005415	0.059420	-0.025756	-0.002453	-0.000000	0.000000
0.554880	-0.005493	0.059532	-0.026395	-0.002475	-0.000000	0.000000
0.568227	-0.005598	0.059694	-0.027351	-0.002505	-0.000000	0.000000
0.588246	-0.005727	0.059925	-0.028777	-0.002550	-0.000000	0.000000
0.595753	-0.005767	0.060009	-0.029311	-0.002566	-0.000000	0.000000
0.607014	-0.005823	0.060133	-0.030109	-0.002588	-0.000000	0.000000
0.623905	-0.005893	0.060312	-0.031303	-0.002616	-0.000000	0.000000
0.630239	-0.005914	0.060379	-0.031749	-0.002625	-0.000000	0.000000
0.639740	-0.005940	0.060476	-0.032417	-0.002638	-0.000000	0.000000
0.653992	-0.005973	0.060617	-0.033417	-0.002654	-0.000000	0.000000
0.675370	-0.006001	0.060819	-0.034913	-0.002678	-0.000000	0.000000
0.683387	-0.006004	0.060894	-0.035471	-0.002686	-0.000000	0.000000
0.695412	-0.006001	0.061003	-0.036306	-0.002695	-0.000000	0.000000
0.713450	-0.005984	0.061161	-0.037556	-0.002706	-0.000000	0.000000
0.720214	-0.005975	0.061218	-0.038024	-0.002710	-0.000000	0.000000
0.730360	-0.005958	0.061303	-0.038725	-0.002716	-0.000000	0.000000
0.745579	-0.005930	0.061426	-0.039776	-0.002724	-0.000000	0.000000
0.751286	-0.005918	0.061471	-0.040169	-0.002727	-0.000000	0.000000
0.759847	-0.005899	0.061538	-0.040760	-0.002730	-0.000000	0.000000
0.772689	-0.005865	0.061636	-0.041644	-0.002735	-0.000000	0.000000
0.791950	-0.005803	0.061777	-0.042968	-0.002740	-0.000000	0.000000
0.799174	-0.005777	0.061828	-0.043463	-0.002741	-0.000000	0.000000
0.810008	-0.005739	0.061903	-0.044207	-0.002743	-0.000000	0.000000
0.826261	-0.005679	0.062011	-0.045324	-0.002743	-0.000000	0.000000
0.832355	-0.005655	0.062051	-0.045743	-0.002743	-0.000000	0.000000
0.841497	-0.005619	0.062109	-0.046371	-0.002742	-0.000000	0.000000
0.855210	-0.005562	0.062195	-0.047312	-0.002740	-0.000000	0.000000
0.875779	-0.005473	0.062319	-0.048724	-0.002737	-0.000000	0.000000
0.883492	-0.005439	0.062364	-0.049253	-0.002736	-0.000000	0.000000
0.895063	-0.005386	0.062431	-0.050047	-0.002734	-0.000000	0.000000
0.912418	-0.005305	0.062528	-0.051238	-0.002731	-0.000000	0.000000
0.918926	-0.005275	0.062564	-0.051685	-0.002729	-0.000000	0.000000
0.928688	-0.005228	0.062617	-0.052355	-0.002727	-0.000000	0.000000
0.943332	-0.005158	0.062694	-0.053360	-0.002723	-0.000000	0.000000
0.965297	-0.005051	0.062806	-0.054869	-0.002716	-0.000000	0.000000
0.973534	-0.005011	0.062847	-0.055435	-0.002713	-0.000000	0.000000
0.985889	-0.004952	0.062907	-0.056285	-0.002708	-0.000000	0.000000
1.000000	-0.004884	0.062974	-0.057255	-0.002702	-0.000000	0.000000
