-42.117735505	-3.12892802665	8.91550819978
47.0099274503	-3.12892802665	8.91550819978
-28.3825363731	-15.1949350841	8.63957488841
5.56447958801	-25.1888194078	9.75245888927
44.4465009872	15.5509676576	9.32521346322
-44.6811619681	15.5509676576	9.32521346322
-26.5793648127	20.1582912309	8.62607009215
28.6825374579	30.8906590881	7.76450140891
22.9432772234	-16.8314922595	8.39886497857
42.8683178942	41.1681511117	9.52209506499
-46.2593450611	41.1681511117	9.52209506499
42.8683178942	-47.9595118436	9.52209506499
-46.2593450611	-47.9595118436	9.52209506499
-4.36018291262	-9.39223387885	8.05098259005
-19.9357426644	0.532119102174	8.18667560101
15.4143737088	16.8254346858	9.07789457697
19.3372356976	-41.723059226	9.27711054485
19.3372356976	47.4046037293	9.27711054485
-14.4861961637	-25.1324063459	7.90838780658
-30.5876071449	-34.6551260884	9.34300764301
38.531939712	-28.0692444895	10.2658363921
-50.5957232433	-28.0692444895	10.2658363921
29.9110041055	2.00053059994	8.65892715953
-12.034593966	43.2715711319	8.04454199916
-12.034593966	-45.8560918234	8.04454199916
-2.74284585209	17.7391936619	8.52010634631
3.41456301895	35.4531196616	8.68988246276
12.3808637062	-2.38128653624	8.88088641084
